speaker,text,labels,wav.file
"Samuel A. Alito, Jr.","If he insists on the trial, you need to prove that he was driving with a revoked license.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_31_2011_214-239_221-676.wav
"Samuel A. Alito, Jr.",And it makes it clear that it's open to chaplains of any religious -- of any religion on a rotating basis.,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_06_2013_2221-913_2230-852.wav
"Samuel A. Alito, Jr.","If Marissa Glines had said specifically that Savana Redding has pills someplace on her person and she's going to distribute them at lunch in the cafeteria, would this be a different case?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__APRIL_21_2009_1790-403_1802-96.wav
"Samuel A. Alito, Jr.","Don't you think this is -- this is a case-by-case thing? Suppose there's one reason that's a killer reason? Like this -- this individual has numerous prior felony convictions, all right? And then the prosecutor says in addition, and this -- this person didn't -- he looked down at the floor in answering the questions and didn't seem to pause and didn't seem to understand some of the questions. So under a circumstance like that, couldn't the Court say, well, the one -- there's one reason here that would -- that is clearly a justification for a peremptory strike? We don't have to determine whether there's evidence that the person was looking down at the floor.",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_02_2015_1466-85_1504-015.wav
"Samuel A. Alito, Jr.","Well, along those lines, could I -- could I ask you this question, which is intended to explore the -- the issue whether the argument about bringing the guidelines into consistency with applicable law doesn't assume the -- the answer that is -- that one attempts to get from it.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__APRIL_17_2012_3367-452_3387-133.wav
"Samuel A. Alito, Jr.","But if the President did what the Chief Justice hypothesized, suppose the President said, you know, there was a time when we had open borders in the United States, and I think that's the right policy, so we're just not going to remove anybody.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__APRIL_18_2016_1212-92_1228-63.wav
"Samuel A. Alito, Jr.","So -- but when the -- when the DOJ pulls together at the end of the fiscal year the number of FOIA requests that it received and calculates the length of time they were pending and discloses that in the annual freedom of act -- Freedom of Information Act report, that is a report?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_01_2011_2212-265_2229-525.wav
"Samuel A. Alito, Jr.","It has to be based on basically common sense and experience, doesn't it?",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_12_2011_1516-188_1520-526.wav
"Samuel A. Alito, Jr.","But why isn't that true here, in light of the -- the Court's decision in Jones?",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_03_2015_1981-19_1985-735.wav
"Samuel A. Alito, Jr.","Whereas if it goes to a three-judge court, there will be a decision, and it may involve some very sensitive findings of fact by a panel that is hand-picked by the chief judge, who is in a position to appoint himself or herself to the three-judge court and select a third district judge who the chief judge believes is likely to agree with or defer to the chief judge. So I don't see how that -- how that creates an insulation against the appearance of political favoritism.",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_04_2015_2751-59_2789-995.wav
"Samuel A. Alito, Jr.","And then they have -- they structure their proceedings so that you have the prayer, and then the legislative part of the town meeting.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_06_2013_2230-852_2240-808.wav
"Samuel A. Alito, Jr.","What if the defendant chooses a name -- uses a name other than his or her own name -- gets an identification card made up with that -- and doesn't know for sure that the name that's chosen actually belongs to another person, but because it's not an extremely uncommon name, has -- knows that it's virtually certain that that name belongs to some other person who is unknown to him?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_25_2009_681-899_710-608.wav
"Samuel A. Alito, Jr.","And what she could have done as I understood your answers is the following: She could have -- a letter could have been sent by a committee and the letter could have -- could have said that Petitioner gave us your name and asked us to solicit a contribution from you, and that's what we're doing.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_20_2015_2415-425_2434-306.wav
"Samuel A. Alito, Jr.",This question about the -- the issue that you've been addressing in response to Justice Scalia's question.,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_26_2014_783-047_793-372.wav
"Samuel A. Alito, Jr.",Is there a dispute of fact as to whether anything beyond that occurred in Burlington County?,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_12_2011_836-902_842-387.wav
"Samuel A. Alito, Jr.","Well, this is -- well, why is this really a question of mens rea?",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__DECEMBER_01_2014_3415-471_3418-39.wav
"Samuel A. Alito, Jr.","What would you do with that, a very serious drug offense in a State that doesn't use the term """"felony"""" at all or a foreign conviction?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_24_2008_478-029_483-682.wav
"Samuel A. Alito, Jr.","And then after there's a verdict, a juror comes -- comes forward and says during the jury deliberations, the jurors were making all kinds of biased statements and they were clearly prejudiced.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_08_2014_1982-496_1995-073.wav
"Samuel A. Alito, Jr.",A couple of weeks go by and the victim reads on article in the paper that says so-and-so has been arrested for a rape in another part of the city.,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_02_2011_1287-745_1298-451.wav
"Samuel A. Alito, Jr.","Well, I don't want to belabor the point too much, but you -- are you arguing that Georgia res judicata law is this: If someone comes up with any new fact, the -- the -- the thinnest new fact, that is sufficient to wipe out the res judicata bar and allow the court to get to the merits of the claim? Is that your argument? That's your understanding of Georgia res judicata law?",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_02_2015_665-9_690-57.wav
"Samuel A. Alito, Jr.","You're proceeding on the assumption which I -- I think is certainly, based on what I know of the record, true here, that the State claims are far from frivolous.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_22_2011_323-137_331-998.wav
"Samuel A. Alito, Jr.",Is it your argument that any statement made to law enforcement is testimonial?,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_20_2006_234-581_237-909.wav
"Samuel A. Alito, Jr.","What do you say to -- to the following argument, that there are some economists who say that, even in a market that is generally efficient, there can be instances in which the market does not incorporate certain statements into the price of a stock; and therefore even when it is demonstrated that the market meets the test for efficiency that the lower courts have settled upon in the wake of Basic, the defendant in a -- in a class action where there is reliance on the Basic presumption should be permitted at the class certification stage to prove that the allegedly fraudulent statements had no impact on price, and by doing that destroy the theory that the class relied on the statements, because they relied on the price which incorporated the statements?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__APRIL_25_2011_721-629_779-335.wav
"Samuel A. Alito, Jr.",But your initial position was that it did not have to be reviewed by FERC; wasn't that -- isn't that right?,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_24_2016_254-555_259-03.wav
"Samuel A. Alito, Jr.","Well, in the case of an insurance plan, isn't the insurance policy part of the plan? Isn't the insurance policy the way in which the -- the employer provides the benefits that are available under the plan?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_23_2016_4096-85_4107-32.wav
"Samuel A. Alito, Jr.",What about the implications of saying that no for-profit corporation can raise any sort of free exercise claim at all and nobody associated with the for-profit corporation can raise any sort of free exercise claim at all?,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_25_2014_4708-817_4723-409.wav
"Samuel A. Alito, Jr.","Well, what about a reasonable trustee who just invests very imprudently, an unreasonable trustee who invests very imprudently?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_18_2013_2048-468_2056-305.wav
"Samuel A. Alito, Jr.","Did I understand you to say a couple minutes ago that if the case were remanded, you would be entitled to win on the reasoning of the panel opinion?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_20_2013_2992-67_3001-433.wav
"Samuel A. Alito, Jr.","For example, choosing a sentence that is just long enough to allow somebody to take advantage of a particular rehabilitation program in a -- in a prison, or where the judge goes on and on and on about the need for rehabilitation for this -- vocational training for this prisoner?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__APRIL_18_2011_3444-099_3460-959.wav
"Samuel A. Alito, Jr.","In other words, is it the length of time or is it the formal act of giving the ticket or the warning that -- that cuts things off?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_21_2015_248-084_257-456.wav
"Samuel A. Alito, Jr.","So why should the situation -- and that would be true even though he is a friend of the convicted felon, and there might be some risk that he would allow the convicted felon to use the firearm. So why should the situation be different when the district court is considering whether the firearm can be transferred from the convicted felon to this individual?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_24_2015_644-56_668-245.wav
"Samuel A. Alito, Jr.",How much of the information that's at issue here can be released and to whom?,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_05_2010_3452-721_3457-275.wav
"Samuel A. Alito, Jr.","What if the crime is vehicular homicide, defined as causing the death of another person while driving intoxicated?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_15_2008_343-023_351-91.wav
"Samuel A. Alito, Jr.","In that situation, would it not -- wouldn't it be clear that there was not an adequate, independent State ground for the decision and, therefore, no procedural default?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__DECEMBER_09_2008_2553-511_2564-901.wav
"Samuel A. Alito, Jr.","What was there here to make a reasonable person believe that -- that entry was imminent and inevitable, if -- if all that's done is a knock on the door and they say police, police, police, this is the police?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_12_2011_2232-095_2244-502.wav
"Samuel A. Alito, Jr.",What does it mislead the average person to think?,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__DECEMBER_07_2009_3363-344_3366-463.wav
"Samuel A. Alito, Jr.","But even to push the point a little bit further, suppose the State created a special seal for the special debt collections program of the State of Ohio or something like that, and they put that at the top of the letterhead. Would that be a violation of the statute?",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_29_2016_1883-225_1902-075.wav
"Samuel A. Alito, Jr.",You would say the Edwards rule applies in that situation?,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_05_2009_2651-118_2653-805.wav
"Samuel A. Alito, Jr.","What if the debtor is a waiter and during the last month of the 6-month period, because of some change of the economy the waiter's tips have gone up either way up or way down?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_22_2010_2754-276_2766-067.wav
"Samuel A. Alito, Jr.","They immediately descend on this person and manacle the person in every possible way, but it's all done in 10 seconds.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_07_2008_2251-337_2256-908.wav
"Samuel A. Alito, Jr.","If it was permissible and it's been assumed to be so for decades, that it is permissible to fingerprint anybody who's booked, why is it not permissible to take a DNA sample from anybody who is arrested?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_26_2013_2016-128_2030-738.wav
"Samuel A. Alito, Jr.",Let's say it's -- it's a referendum about immigration.,skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__APRIL_28_2010_3074-797_3078-082.wav
"Samuel A. Alito, Jr.",What guidance would your -- what guidance would the kind of opinion that you're suggesting we write really provide?,skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_26_2012_2487-122_2492-275.wav
"Samuel A. Alito, Jr.","If these figures are meaningless, then you should have prohibited them -- are misleading, you should have prohibited them a long time ago.",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_06_2008_3110-204_3117-844.wav
"Samuel A. Alito, Jr.","Well, they are making -- they are making the argument that there are -- that the regulations that already exist about transfers from one entity to another prevent a lot of what you're complaining -- what you're -- what you are worried about.",,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_08_2013_3126-486_3140-21.wav
"Samuel A. Alito, Jr.","Well, that's evidence from which the absence of a mistake might be inferred.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__APRIL_21_2010_2646-066_2650-484.wav
"Samuel A. Alito, Jr.","And if the State of Hawaii, acting through any branch of its government -- and that's not a matter of concern to us -- says they have a moral claim to the land and, therefore, there should not be any land transfers for some period of time, what's inconsistent with Federal law in their doing that?",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_25_2009_1227-59_1244-967.wav
"Samuel A. Alito, Jr.","If we provide -- if we provide that guidance, what do we do about the continuances that Mr. Lorenzi requested that relate to the funding?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_14_2013_1200-123_1209-396.wav
"Samuel A. Alito, Jr.","We -- we think now that this is -- these are wetlands that -- that qualify, so we're going to hit you with this compliance order, but, you know, when we look into it more thoroughly in the future, we might change our mind?",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_09_2012_3259-514_3272-087.wav
"Samuel A. Alito, Jr.","Isn't this a very strange reading of -- of 3621, to say that that grants the BOP the authority to make this concurrent/consecutive determination?",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_30_2011_1166-048_1176-07.wav
"Samuel A. Alito, Jr.",And what you say could happen in any criminal case if you assume bad faith on the part of the people who are responsible for making the decisions along the way.,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_28_2006_553-204_562-613.wav
"Samuel A. Alito, Jr.","It covers tips where you know exactly who called in, and what you're saying is they really can never stop a vehicle no matter what kind of a tip they get, unless they see the vehicle committing an illegal act.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_21_2014_357-679_371-271.wav
"Samuel A. Alito, Jr.","Isn't the concern that the State of conviction knows that an individual who has been convicted of a sex offense has been released from custody and, if that person is a resident of the State, presumably knows that the person is likely to still be in the State, but if the person moves to another State, the State to which the person moves doesn't know that a sex offender has moved into the State, and that's the reason for the Federal law that imposes a penalty for failing to register in the new State after having traveled across interstate lines?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_24_2010_1326-203_1359-081.wav
"Samuel A. Alito, Jr.",They are charged with the same offenses; they are tried together; they are convicted of exactly the same offenses; they are sentenced on the same day.,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__DECEMBER_06_2010_768-012_776-572.wav
"Samuel A. Alito, Jr.","Well, if we agree with you, would the Federal courts and maybe ultimately this Court in the end have to specify what the statute of limitations is, the length of time?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_15_2013_3566-654_3574-843.wav
"Samuel A. Alito, Jr.",In all of those cases a claim could be brought against the prosecutor.,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_04_2009_1760-38_1765-264.wav
"Samuel A. Alito, Jr.","I think this illustrates what is troubling to me about the Federal Circuit's decision, but maybe I am missing a point.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__DECEMBER_08_2008_2539-266_2544-953.wav
"Samuel A. Alito, Jr.","In most jurisdictions, I would think if -- if someone's charged with the highest degree of homicide, the defense can request an instruction on -- you don't have to have a separate charge on a lesser included offense; the defense can request an instruction on lesser included offenses if it could be supported by the evidence.",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_20_2012_293-84_314-088.wav
"Samuel A. Alito, Jr.",There's just some people who saw him nearby.,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_22_2006_1472-377_1474-954.wav
"Samuel A. Alito, Jr.",Does it matter that one is a tax on purchase and the other is a tax on use?,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__DECEMBER_09_2014_1624-491_1630-561.wav
"Samuel A. Alito, Jr.","Well, your argument is dependent on the proposition that the claim that was advanced in the Federal habeas proceeding is a different claim from a claim that was adjudicated on the merits in the State court?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_12_2008_404-062_416-555.wav
"Samuel A. Alito, Jr.","Now, there -- could -- there's some evidence from which one might infer that. It might be insufficient.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_12_2016_2690-015_2696-735.wav
"Samuel A. Alito, Jr.",Would it not be possible if we were to adopt Petitioners' interpretation of the statute to stay the mandate until the end of this tax year as we have done in other cases where we have adopted an interpretation of the constitutional -- or a statute that would have very disruptive consequences such as the Northern Pipeline case.,,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_04_2015_3253-09_3272-09.wav
"Samuel A. Alito, Jr.","Now, isn't that very different from saying that in a capital... at the capital phase of the trial, you have a duty to consider something that's very unpleasant, and it's unpleasant in the same way that what soldiers have to do in war time is different?",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_21_2007_1632-079_1645-934.wav
"Samuel A. Alito, Jr.","So in a situation like we have here where the law enforcement officers do not instruct the informant to do anything that would violate the Sixth Amendment and in fact, according to their testimony, instruct him to engage in conduct that's consistent with the Sixth Amendment, there's no deterrent value in later suppressing the use of the statements for impeachment purposes.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_21_2009_1715-111_1744-53.wav
"Samuel A. Alito, Jr.","""""This case can accordingly be properly resolved more narrowly by remanding the case to the district court for consideration of the merits of the Brady claim in the first instance. """"",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__DECEMBER_09_2008_735-861_744-284.wav
"Samuel A. Alito, Jr.","If you didn't have the language after the semicolon, would the language before the semicolon have required the employer to treat pregnant women the same as those who have an illness or an injury?",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__DECEMBER_03_2014_2171-612_2183-535.wav
"Samuel A. Alito, Jr.","In the -- in the amicus brief that was submitted by a number of states, there is an extended discussion of the effect of one prisoner release order with which I am familiar, and that was in Philadelphia and after a period of time they tallied up what the cost of that was, the number of murders, the number of rapes, the number of armed robberies, the number of assaults -- you don't -- that's not going to happen in California?",,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_30_2010_2954-025_2980-734.wav
"Samuel A. Alito, Jr.",That is not the distinction you are relying upon any longer?,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_06_2010_3163-798_3166-417.wav
"Samuel A. Alito, Jr.",But there's a clerical mistake in preparing the indictment.,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_10_2006_1869-28_1873-018.wav
"Samuel A. Alito, Jr.",I'd feel more comfortable about this if I understood the criteria that Congress applied in choosing the employees who are covered by this provision.,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__APRIL_20_2016_2681-535_2691-98.wav
"Samuel A. Alito, Jr.","I mean, it doesn't encompass every situation in which the plaintiff simply has Article III standing and wants to obtain an injunction that a particular State law is preempted by a Federal law.",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_03_2011_2512-474_2526-131.wav
"Samuel A. Alito, Jr.","So if you reject that proposition, what is left is the proposition that the State -- State law can choose some other person, some other group to defend the constitutionality of a State law.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_26_2013_2302-679_2316-921.wav
"Samuel A. Alito, Jr.","If the problem is that the model that is being -- that was used by the expert does not fit the theory of liability that remains in the case, would that -- what is the difference in determining probative value there and determining whether it comes in under Daubert?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_05_2012_1841-929_1860-824.wav
"Samuel A. Alito, Jr.","So the subjective intent is going to be inferred from objective factors. So give me an example of an excessive use of force claim that would involve the unreasonably -- a use of force that's objectively unreasonable, but there is not the subjective intent to harm.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__APRIL_27_2015_713-49_737-89.wav
"Samuel A. Alito, Jr.","You -- you could make the same argument that you've just made, that we don't know what the -- the risk is that this will, in the case of a biological weapon, the risk that it will cause an infection unintentionally.",skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_05_2014_422-957_435-03.wav
"Samuel A. Alito, Jr.",One company is making this and it seems to be better than what the other companies are making; maybe it might be patented.,skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_23_2011_1052-1_1058-237.wav
"Samuel A. Alito, Jr.","You could -- you can -- you could -- a person faced with removal could challenge a prior conviction on the ground that there was a deprivation of the right of counsel, whether or not it was pursuant to a recidivism -- whether or not there was a recidivism issue in it, couldn't -- couldn't they?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_31_2010_2812-081_2830-494.wav
"Samuel A. Alito, Jr.","So his intent was to prevent the communication of information about the crimes that were being planned to any law enforcement officer who could send him to jail, and that would include a State officer; it also would include a Federal officer.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_29_2011_950-993_967-62.wav
"Samuel A. Alito, Jr.","Isn't it quite the contrary, Mr. Garre, that most... if you did a statistical analysis of all the cases in which there was a retaliation claim, you doubt that you would find that a very high percentage of those are cases in which the person claiming retaliation is also the person who claimed the underlying discrimination?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_19_2008_2450-091_2467-069.wav
"Samuel A. Alito, Jr.","You never raised in the court of appeals, as I understand it, the argument that the defendants' ability to object to the entry of judgment as a matter of law was waived because they never filed the Rule 50(b) motion.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_01_2010_329-876_343-572.wav
"Samuel A. Alito, Jr.","First of all, how are the authorities in Montana possibly going to know whether this person was interrogated previously on a crime for which the person was never convicted in Maryland, and that invoked the right not to be questioned without -- without an attorney?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_05_2009_1768-963_1789-033.wav
"Samuel A. Alito, Jr.","Other than -- I know you are representing a client and so special pleading for your client is -- is to be expected, but I find that very difficult to accept.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__NOVEMBER_02_2010_1012-677_1021-967.wav
"Samuel A. Alito, Jr.","Well, Pickering is -- Pickering is the heart of your argument, so I -- I do want to ask you a couple of questions about it. Is it different from the situation here in several respects? One was brought out.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_11_2016_4378-52_4389-39.wav
"Samuel A. Alito, Jr.","The Secretary has to apply some standard, presumably.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_23_2009_636-284_639-502.wav
"Samuel A. Alito, Jr.","What -- what type of a burden does that impose? Is it because these -- these Exchanges are so unworkable, even with the help of a navigator, that -- that a woman who wants to get free contraceptive coverage simply has to sign up for that on -- on one of the Exchanges?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_23_2016_3025-03_3041-095.wav
"Samuel A. Alito, Jr.","Well, if -- if the plaintiff proceeded that way, would she be entitled to -- I assume she would -- introduce testimony by experts on Lutheranism, theologians, professors of religion about how the -- about this -- this tenet, and it isn't really -- they might say, well, it's really not that strong and it once was, but it's faded, and it's not -- it's not widely enforced.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_05_2011_2789-555_2817-14.wav
"Samuel A. Alito, Jr.",Two former -- two former commissioners of the IRS have filed a brief saying that your interpretation is going to lead to a flood of litigation.,neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_26_2012_3772-688_3779-458.wav
"Samuel A. Alito, Jr.",How can you assess the strength of the inference that can be drawn from the facts alleged in the complaint without considering all the inferences that could be drawn from those facts?,skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__MARCH_28_2007_2273-556_2283-814.wav
"Samuel A. Alito, Jr.","Well, my understanding of how coke -- how the paste is produced is the following: You start with the leaves; then people vigorously macerate the leaves by stomping on them for an hour or more; and then this mixture is -- this -- what's left is mixed with an alkaline material such as sodium bicarbonate, an organic solvent, such as kerosene, and water; and what you end up with is a gummy, yellowish solid called coca paste; is that -- that's correct?",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__FEBRUARY_28_2011_2794-561_2824-158.wav
"Samuel A. Alito, Jr.","In the second case, the defendant pleads guilty and admits during the plea colloquy that the amount is more than $10,000.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__APRIL_27_2009_277-459_287-231.wav
"Samuel A. Alito, Jr.","So we have a bunch of cases from different courts, and one circuit says 2 years is -- is the -- that's the shortest you can have.",neutral,Samuel_A_Alito_Jr/ORAL_ARGUMENT__OCTOBER_15_2013_3574-843_3582-433.wav
"Samuel A. Alito, Jr.",You still have not explained what purpose is served by obtaining the name of the straw purchaser and doing an instant check on the straw purchaser.,skeptical,Samuel_A_Alito_Jr/ORAL_ARGUMENT__JANUARY_22_2014_526-538_535-598.wav
