speaker,text,labels,wav.file
Sonia Sotomayor,That is the park -- parking amnesty example that you have said wasn't the same.,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__FEBRUARY_29_2012_1292-423_1298-244.wav
Sonia Sotomayor,FOIA itself doesn't make these records less -- the government doesn't own them less merely because FOIA requires them to share it with other people.,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_20_2011_3598-249_3609-89.wav
Sonia Sotomayor,"So I -- starting from the proposition that there is a problem, it's a compelling State need, why are you arguing that there is no solution that the State could use to address that problem?",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_02_2010_2981-918_2998-086.wav
Sonia Sotomayor,"Let's assume I was willing to define it to include all of the activities that a law enforcement agent would engage in, including protective services, security services, like your officers.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__FEBRUARY_19_2013_361-468_375-876.wav
Sonia Sotomayor,"--Do you think that racial discrimination in voting has ended, that there is none anywhere?",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__FEBRUARY_27_2013_4238-301_4244-288.wav
Sonia Sotomayor,"It seems to be saying that what has to be reasonably definite is the court's construction, and it takes the emphasis away from whether a skilled -- someone skilled in the art would be definite.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_28_2014_1672-391_1690-352.wav
Sonia Sotomayor,Could you tell me what -- the United States as amica is supporting a vacatur and remand on the ground that there might be adequate independent evidence from the grand jury testimony in this case to sustain a cause of action.,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_01_2011_1403-623_1421-069.wav
Sonia Sotomayor,"Under your theory, any State could pass a law that says no cause of action under State law can be brought as a class action ever.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_02_2009_1608-73_1621-888.wav
Sonia Sotomayor,"You're saying simply because we're using that conviction, we now violated. Why? Nichols, as I understand it, had two rationales: One that says using a prior constitutional conviction, one that doesn't violate the Constitution, is not enhancing a sentence, is not changing that earlier conviction.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_19_2016_1800-53_1827-955.wav
Sonia Sotomayor,So what made the need here eminently the sense of impractical to get the warrant?,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_09_2013_43-76_52-633.wav
Sonia Sotomayor,"I'm talking about under your theory of law, once land has been taken by the U.S., if anyone has a viable legal claim that the land was taken improperly, whether it's Indian trust land or anyone else's land for any other purpose, that person within 6 years can still bring a suit under the APA.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_24_2012_2220-006_2243-186.wav
Sonia Sotomayor,Is there a different proximate cause standard but not involving but-for that would still get you what you are looking for?,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_12_2013_503-963_513-419.wav
Sonia Sotomayor,Doesn't her -- jurisdiction over her now continue until the end of the case?,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__DECEMBER_05_2012_1598-331_1604-97.wav
Sonia Sotomayor,"Well, there is today when the Federal law requires that you not disclose credit card information and driver's license information and these registries contain that information.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_03_2015_1166-96_1178-09.wav
Sonia Sotomayor,"So you're -- as I understand the definition of """"special damages"""" in common law, if you proved any pecuniary harm you were also entitled to the mental distress damages as well.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_30_2011_908-685_923-102.wav
Sonia Sotomayor,"So why isn't our rule simply -- what is so wrong with a rule that says if you can bring it in the Court of Claims you have to, but if there's relief that you can't secure there you can have two lawsuits?",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_01_2010_1474-387_1491-415.wav
Sonia Sotomayor,Is that a different situation than one where that doesn't happen?,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__DECEMBER_07_2011_627-266_632-543.wav
Sonia Sotomayor,"Your complaint is about what Congress does, which is to give a person the right to keep a copyright or renew it when the individual with whom you probably dealt with is dead.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_21_2014_2150-467_2163-775.wav
Sonia Sotomayor,He -- the doctor was fabricating his reports. That could happen almost in any setting.,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_02_2016_4352-08_4358-445.wav
Sonia Sotomayor,"The attorney just comes in and says, kill him, okay?",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_13_2009_826-388_829-402.wav
Sonia Sotomayor,I think even I or someone else cut you off when you said there were three reasons why -- 2(B).,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_25_2012_3343-404_3349-308.wav
Sonia Sotomayor,"But it seems to me that in 2003, when they were made aware of the institutional class, that I would have looked at my portfolio and seen if I had retail class.",,Sonia_Sotomayor/ORAL_ARGUMENT__FEBRUARY_24_2015_3506-11_3518-87.wav
Sonia Sotomayor,"There's a probable cause component, which is the police coming before a neutral magistrate and saying, this is the reason I seized; I have probable cause to believe that this car was involved in an illegal activity, and this is why.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_14_2009_2971-112_2987-295.wav
Sonia Sotomayor,"So what's different than what the judge did here, where he talked about, explicitly, on page 26, """"it has to deter"""" -- the sentence has to deter criminal conduct by others, and it has to protect the public from further crimes of the defendant, and the sentence -- that's a big factor here, given her failure to appear and what she did out on bail.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_18_2011_1595-345_1620-245.wav
Sonia Sotomayor,"You, then, have an opportunity or an obligation to come and suggest alternative methods of taking care of the legitimate business need.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_21_2015_2016-108_2027-916.wav
Sonia Sotomayor,I haven't found anywhere in the contract that it requires the U.S. to share information with you.,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_18_2011_226-727_234-767.wav
Sonia Sotomayor,Because the reason Evans thought that it worked -- paralyzed the brain is because he thought this worked on the spinal cord.,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_29_2015_3062-475_3070-09.wav
Sonia Sotomayor,So you think it's sufficiency?,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_06_2015_3164-584_3167-74.wav
Sonia Sotomayor,"Because -- then have you to answer Justice Breyer's question, which is: What conceivable reason that is not either negligence or unintentional or inadvertent or just plain stupidity, however you want to define it, that someone who is injured would want to name a party who wasn't responsible for the injury?",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_21_2010_2609-643_2633-209.wav
Sonia Sotomayor,What was in your possession or in the public possession that gave you that basis?,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_30_2009_2005-16_2010-297.wav
Sonia Sotomayor,"I know we've assumed that it's only evidentiary, but in my experience, police, when they do the road test, do it because they want to confirm that you are in fact drunk. Before they take you in and take you off the road, they're doing this test as part of the probable cause evaluation: Is there enough probable cause to bring you in? There may be, independent of it, but sometimes the breath test exonerates people and they go on their merry way. So why are we thinking that it is only evidentiary? I do think the blood test is, by the way. Once you've arrested someone, you've decided to take them off the road, and the road is now safe from that person.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_20_2016_1347-085_1404-73.wav
Sonia Sotomayor,"Virginia at some point did require every State agency to seek the permission of its attorney general, is it, to sue?",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__DECEMBER_01_2010_725-299_734-154.wav
Sonia Sotomayor,"That is Judge Wilkinson's point when he was faced with this question, which is, you have to, to do some parsing.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_06_2013_1110-87_1118-658.wav
Sonia Sotomayor,"I'm not forgiving the union's procedural default, but I will forgive the railroad's procedural default, because they're an important lifeline business for America and we've got to make sure that they're protected at all costs, and union members are just not important enough to that scheme.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_07_2009_1463-487_1484-853.wav
Sonia Sotomayor,"--If the lawyer had said more -- did you buy a car, did you get charged the fee, we're investigating this to determine whether this is -- violates the law.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_09_2013_853-218_866-044.wav
Sonia Sotomayor,"You can't -- the Court can't order custody issues, but it can set conditions for the nature of the return.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__DECEMBER_05_2012_2260-348_2267-035.wav
Sonia Sotomayor,"He said if you want to regulate a falsehood, it has to cause a harm in this way.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__FEBRUARY_22_2012_709-391_714-765.wav
Sonia Sotomayor,Are those industrial polluters upstream--,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__DECEMBER_04_2012_825-462_828-998.wav
Sonia Sotomayor,Could a court just order a re-litigation bar?,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_18_2011_2745-871_2752-458.wav
Sonia Sotomayor,"Could the expert in Bullcoming have said, as one of the amici here said, that all they would have had to do in Bullcoming is to read or to give a report that gave the blood alcohol content, the.5 or.10 or whatever it was, and have an expert come in and say, that number shows he's drunk.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__DECEMBER_06_2011_1659-887_1684-768.wav
Sonia Sotomayor,When are you going to avoid or get around people sitting in their feces for days in a dazed state?,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_30_2010_784-821_794-403.wav
Sonia Sotomayor,Because your adversary is saying: The law is clear you have to find some hook in the agreement to agree to class action -- arbitration.,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_25_2013_2329-063_2341-74.wav
Sonia Sotomayor,"Be -- as the language of Morgan, be convinced that the PTO was wrong?",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_09_2012_2933-09_2936-958.wav
Sonia Sotomayor,"Do we know how many possession crimes have been prosecuted, possession for short-barreled shotguns?",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_05_2014_746-527_755-634.wav
Sonia Sotomayor,Tell me what the -- why you would then say that would still be unconstitutional.,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__FEBRUARY_26_2013_3030-906_3038-012.wav
Sonia Sotomayor,"and the witness saying """"Yes"""" -- what would be unconstitutional about that, given our case law that says that any prior statements by a witness are admissible once the witness is on the stand or constitutionally admissible once they are on the stand?",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_11_2010_159-421_181-769.wav
Sonia Sotomayor,"But there does appear to be a little bit of incongruity, that aliens can sue corporations for acts against other aliens, but American citizens under the TVPA might not be able to sue corporations.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__FEBRUARY_28_2012_3414-303_3430-062.wav
Sonia Sotomayor,"So if I have a dozen or more cases that didn't involve property rights, where we didn't require economic harm, those would mean nothing to you?",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_02_2015_361-26_372-025.wav
Sonia Sotomayor,What you can't do is stop them illegally to effect an arrest. So it's not as if they're going to get away from whatever the underlying crime was.,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__FEBRUARY_22_2016_1011-865_1022-12.wav
Sonia Sotomayor,"What exactly -- because different labels are attached to different crimes that qualify you for recidivism under some State statutes, et cetera.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_31_2010_385-91_396-567.wav
Sonia Sotomayor,"As Apprendi and its subsequent progeny laid out, these sentencing changes that have come into existence have really come into existence the latter half of the last century.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_14_2013_2411-884_2425-376.wav
Sonia Sotomayor,"Mr. Estrada, what's so difficult for a legal doctrine to say that when Congress has made a finding that a law has a discriminatory impact -- because I always thought that when discrimination was at issue, that we should do as speedy a remedy as we could, because it is one of the most fundamental tenets of our Constitution, as has been repeatedly emphasized in case after case, that our laws should be -- should be enforced in a race-neutral way.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_17_2012_1757-455_1793-061.wav
Sonia Sotomayor,So tell me -- they gave the hypothetical of the police pointing out the defendant out the window.,neutral,Sonia_Sotomayor/ORAL_ARGUMENT__NOVEMBER_02_2011_2432-55_2439-471.wav
Sonia Sotomayor,"I'm not even sure what that argument ties to, because I thought what the court said was, this DNA testing was available then.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_13_2010_3639-759_3649-717.wav
Sonia Sotomayor,"If the rule says the government and any party who contracts with it -- a Medicaid provider -- must do X, Y, and Z, and the government and the Medicaid provider have the burdens of accomplishing Y, unless there is an express waiver of sovereign immunity, the Tucker Act doesn't come into play.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_02_2012_1248-626_1277-98.wav
Sonia Sotomayor,I don't care if it is or it's not; this person's dangerous to the community otherwise?,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_18_2011_1581-805_1587-191.wav
Sonia Sotomayor,"Counsel, you are the one who in your brief has assumed that they are valuing different races differently.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_10_2012_1700-481_1708-837.wav
Sonia Sotomayor,"Well, they wouldn't say, don't advocate this with respect to the State legislature, but they could say that's not going to be the subject of discussion at the bargaining table. Those are two different things altogether.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_11_2016_694-085_706-415.wav
Sonia Sotomayor,"And you're right, they had other provisions that would affect the possible return or lack thereof, and they never wanted to stop a court from returning a child if it in its equitable discretion decided it was appropriate.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__DECEMBER_11_2013_1454-155_1469-742.wav
Sonia Sotomayor,It's hard to imagine that the district court didn't consider this a dismissal with prejudice when it announced in this very decision you're pointing to that the -- that the Petitioner was a prevailing party entitled to attorneys' fees at the end of the case. Certainly the district court thought it was imposing a sanction.,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_28_2016_2929-38_2959-92.wav
Sonia Sotomayor,"So why do we bother saying in Williams that there are circumstances -- I happen to think this one of them -- where -- and you do, too -- where a State court hasn't reached an issue, that we don't give it deference.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_03_2015_519-54_537-21.wav
Sonia Sotomayor,"Counsel, I -- I -- having read some of those cases that you've cited that you claim weakened or eliminated the burden of proof standard, most of them didn't quite eliminate it.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_18_2011_535-838_550-263.wav
Sonia Sotomayor,"Why don't we defer, as has been done now forever, to the Federal Circuit and let them review these things de novo?",,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_15_2014_329-246_337-914.wav
Sonia Sotomayor,"And -- and -- you know, the government is basically saying, we really don't want reverse payments, period.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_25_2013_2426-555_2432-942.wav
Sonia Sotomayor,"--Do you accept your -- the General's position that you have conceded that Congress could say, if you're going to consume health services, you have to pay by way of insurance?",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_27_2012_3446-851_3458-491.wav
Sonia Sotomayor,"Under that constitutional clause, there's no suggestion of how or even what kinds of treaties -- perhaps not in violation of the Constitution, but what kind of treaties Congress can make.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_13_2016_2036_2050-01.wav
Sonia Sotomayor,The Solicitor General is basically saying follow the coast Guard regulations.,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_01_2012_3113-075_3117-295.wav
Sonia Sotomayor,"Should it be you in a State court, you in a Federal court, or should it be in the first instance the NLRB who says this is or isn't an unfair labor practice, and if it rules it's not because the law doesn't cover it, or it's not authorized to issue this--",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__JANUARY_19_2010_3634-945_3658-607.wav
Sonia Sotomayor,"Is there any other area of commerce, business, where we have held that there is a concurrent power between the State and the Federal Government to protect the welfare of commerce?",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_27_2012_5179-306_5194-399.wav
Sonia Sotomayor,I -- I truly have never heard of an as-applied challenge when we don't know what it is being applied to.,skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__DECEMBER_01_2009_1295-246_1301-785.wav
Sonia Sotomayor,"I don't disagree with you, but what I'm asking is, if we had a history of navigation of cargo that went to the beginning of one of these rivers, and I'm not a sailor so my terms -- the cargo is taken off and driven by wagon or some other mode to another spot and picked up again.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__DECEMBER_07_2011_601-136_627-266.wav
Sonia Sotomayor,"It may be that some matter, immediate need justifies that action, but are you suggesting that as punishment they could do it for unnecessary force? Unnecessary, not punishment -- or even punishment. They -- they looked -- they -- they said the -- a bad word to the prison officer.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_27_2015_655-57_684-81.wav
Sonia Sotomayor,"Why wouldn't the Solicitor General's solution of saying as long as a State tells a defendant that they have a burden of proof and some contours of what proof they need to supply or -- on that issue, that that would satisfy due process?",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_23_2011_571-531_593-474.wav
Sonia Sotomayor,"So if you take out all of the punishment aspects of this, which you should have done at the time he was sentenced and not now, what remains in terms of the Federal interest?",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__APRIL_17_2013_1206-868_1217-676.wav
Sonia Sotomayor,"--But that dooms your case-- if it wasn't an innocent error, if it was an intentional violation of Brady, there is no training that was going to stop him from doing that.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_06_2010_3196-337_3207-86.wav
Sonia Sotomayor,"This third argument seems to be saying what we are regulating is health care, and when you go for health services, you have to pay for insurance, and since insurance won't issue at the moment that you consume the product, we can reasonably, necessarily tell you to buy it ahead of time, because you can't buy it at the moment that you need it.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_27_2012_1340-449_1370-052.wav
Sonia Sotomayor,"Well -- let's break down each part of your argument, please.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__DECEMBER_07_2009_651-904_654-723.wav
Sonia Sotomayor,"--would seem to say that the act -- if there were a violation; I'm not suggesting there is -- but that if there was a constitutional violation in the interception, that no one could ever stop it until they were charged with a crime, essentially.",neutral,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_29_2012_53-385_68-472.wav
Sonia Sotomayor,"So you believe that the States that don't permit their municipality to become debtors are limited in what they can do by 903? In other words, their -- their municipalities are not debtors? Their sovereign powers have been cut off? They cannot reorganize the debt except through Chapter 9? Then we're talking about a coercive provision.",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__MARCH_22_2016_3191-37_3221-48.wav
Sonia Sotomayor,"The terms of the settlement, the terms of the lawsuit, were that an injunction would be issued and you'd pay $1,500; correct?",skeptical,Sonia_Sotomayor/ORAL_ARGUMENT__OCTOBER_14_2015_3543-145_3552-375.wav
